# {'participant': 'corentin', 'session': 'randTMS', 'EEG': 'Yes', 'date': '2022_févr._02_1713', 'expName': 'FT-RSGT-rTMS', 'frameRate': 60.01138903276207}
condition, block_num,subj, EEG,trial,time, stimulus, response
sham_arrhTMS_4,4,corentin,True,100,75.0025911331,stimulus,
sham_arrhTMS_4,4,corentin,True,100,75.6558740139,tap,s
sham_arrhTMS_4,4,corentin,True,101,75.7526330948,stimulus,
sham_arrhTMS_4,4,corentin,True,101,76.4555959702,tap,s
sham_arrhTMS_4,4,corentin,True,102,76.5026271343,stimulus,
sham_arrhTMS_4,4,corentin,True,102,77.2065911293,tap,s
sham_arrhTMS_4,4,corentin,True,103,77.2526490688,stimulus,
sham_arrhTMS_4,4,corentin,True,69,77.6515469551,pulse,NA
sham_arrhTMS_4,4,corentin,True,70,77.6856858730,pulse,NA
sham_arrhTMS_4,4,corentin,True,71,77.7581899166,pulse,NA
sham_arrhTMS_4,4,corentin,True,103,78.0022370815,tap,l
sham_arrhTMS_4,4,corentin,True,73,78.1532719135,pulse,NA
sham_arrhTMS_4,4,corentin,True,104,84.7660350800,probe_task,2
sham_arrhTMS_4,4,corentin,True,104,87.9330050945,probe_intention,1
sham_arrhTMS_4,4,corentin,True,104,90.3501651287,probe_distraction,0
sham_arrhTMS_4,4,corentin,True,105,94.1336190701,stimulus,
sham_arrhTMS_4,4,corentin,True,105,94.3844110966,tap,l
sham_arrhTMS_4,4,corentin,True,106,94.8834240437,stimulus,
sham_arrhTMS_4,4,corentin,True,106,94.8958671093,tap,s
sham_arrhTMS_4,4,corentin,True,106,95.5819799900,tap,l
sham_arrhTMS_4,4,corentin,True,107,95.6334991455,stimulus,
sham_arrhTMS_4,4,corentin,True,107,96.3249220848,tap,s
sham_arrhTMS_4,4,corentin,True,108,96.3834960461,stimulus,
sham_arrhTMS_4,4,corentin,True,108,97.0719070435,tap,l
sham_arrhTMS_4,4,corentin,True,109,97.1334991455,stimulus,
sham_arrhTMS_4,4,corentin,True,109,97.8432509899,tap,l
sham_arrhTMS_4,4,corentin,True,1,97.8700630665,pulse,NA
sham_arrhTMS_4,4,corentin,True,110,97.8835051060,stimulus,
sham_arrhTMS_4,4,corentin,True,2,97.9265449047,pulse,NA
sham_arrhTMS_4,4,corentin,True,3,98.0515799522,pulse,NA
sham_arrhTMS_4,4,corentin,True,5,98.3718459606,pulse,NA
sham_arrhTMS_4,4,corentin,True,110,98.4440131187,tap,s
sham_arrhTMS_4,4,corentin,True,111,98.6335260868,stimulus,
sham_arrhTMS_4,4,corentin,True,111,99.2235181332,tap,s
sham_arrhTMS_4,4,corentin,True,112,99.3835380077,stimulus,
sham_arrhTMS_4,4,corentin,True,112,100.0029830933,tap,s
sham_arrhTMS_4,4,corentin,True,113,100.1335611343,stimulus,
sham_arrhTMS_4,4,corentin,True,113,100.8310320377,tap,l
sham_arrhTMS_4,4,corentin,True,114,100.8835721016,stimulus,
sham_arrhTMS_4,4,corentin,True,114,101.5334191322,tap,l
sham_arrhTMS_4,4,corentin,True,5,101.6091859341,pulse,NA
sham_arrhTMS_4,4,corentin,True,115,101.6335859299,stimulus,
sham_arrhTMS_4,4,corentin,True,6,101.7393710613,pulse,NA
sham_arrhTMS_4,4,corentin,True,7,101.8968539238,pulse,NA
sham_arrhTMS_4,4,corentin,True,9,102.1109080315,pulse,NA
sham_arrhTMS_4,4,corentin,True,115,102.2682969570,tap,l
sham_arrhTMS_4,4,corentin,True,116,102.3835999966,stimulus,
sham_arrhTMS_4,4,corentin,True,117,103.1336200237,stimulus,
sham_arrhTMS_4,4,corentin,True,117,103.2101221085,tap,l
sham_arrhTMS_4,4,corentin,True,117,103.7297840118,tap,l
sham_arrhTMS_4,4,corentin,True,118,103.8836431503,stimulus,
sham_arrhTMS_4,4,corentin,True,118,104.6310291290,tap,l
sham_arrhTMS_4,4,corentin,True,119,104.6336560249,stimulus,
sham_arrhTMS_4,4,corentin,True,119,105.3090181351,tap,s
sham_arrhTMS_4,4,corentin,True,120,105.3836820126,stimulus,
sham_arrhTMS_4,4,corentin,True,120,106.0437300205,tap,s
sham_arrhTMS_4,4,corentin,True,9,106.0612709522,pulse,NA
sham_arrhTMS_4,4,corentin,True,10,106.1283068657,pulse,NA
sham_arrhTMS_4,4,corentin,True,121,106.1336951256,stimulus,
sham_arrhTMS_4,4,corentin,True,11,106.2032070160,pulse,NA
sham_arrhTMS_4,4,corentin,True,13,106.5629339218,pulse,NA
sham_arrhTMS_4,4,corentin,True,121,106.7217659950,tap,s
sham_arrhTMS_4,4,corentin,True,122,106.8837151527,stimulus,
sham_arrhTMS_4,4,corentin,True,122,107.4038131237,tap,l
sham_arrhTMS_4,4,corentin,True,123,107.6337349415,stimulus,
sham_arrhTMS_4,4,corentin,True,123,108.2400319576,tap,s
sham_arrhTMS_4,4,corentin,True,124,108.3837540150,stimulus,
